name	score	station	tel	address	latitude	longitude	open_time	closed_days	sheets	url	icon_url	x	delegate1	delegate2	geometry
麺屋 優創	3.74	大久保駅	03-5937-4898	東京都新宿区百人町2-19-11 サニーコープ エトナ1F	35.70429571168425	139.69797392952455	11:30～20:00（L.O.）	水曜	21席 （カウンター9席、掘り炬燵式テーブル席×2（12席見当））	https://tabelog.com/tokyo/A1304/A130404/13103572/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/24646/24646733.jpg?token=e66398b&api=v2	1	1	0	POINT (139.6979739295246 35.70429571168425)
らあめん 満来 （まんらい）	3.73	新宿西口駅	03-3340-2727	東京都新宿区西新宿1-4-10	35.69299025298003	139.69790084500693	11:00～23:00	無(年末年始のみ有)	15席 （カウンター席のみ）	https://tabelog.com/tokyo/A1304/A130401/13000808/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79636/79636619.jpg?token=f3bd087&api=v2	1	1	0	POINT (139.6979008450069 35.69299025298003)
麺恋処 いそじ （めんこいどころ いそじ）	3.72	南新宿駅	03-3378-6555	東京都渋谷区代々木1-14-5	35.68127849318452	139.70036617949194	【月〜金】11:30～20:30（L.O.）【土曜日】11:30〜19:00（L.O.）※麺またはスープがなくなり次第終了	日・祝	10席 （カウンター席のみ）	https://tabelog.com/tokyo/A1304/A130403/13041621/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/53459/53459501.jpg?token=d8ec7ce&api=v2	1	1	0	POINT (139.7003661794919 35.68127849318452)
製麺ｒａｂｏ （ラボ）	3.72	西新宿五丁目駅	03-6383-3657	東京都渋谷区本町4-13-10	35.68798103989329	139.68047224530585	【平日】11:30～14:3018:00～21:30【土日・祝】11:30～14:30※臨時休業あり		9席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130401/13172669/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/114037/114037397.jpg?token=70c2e2f&api=v2	1	1	1	POINT (139.6804722453059 35.68798103989329)
すごい煮干ラーメン凪 新宿ゴールデン街店本館 （【旧店名】ラーメン凪 煮干王）	3.70	新宿三丁目駅	03-3205-1925	東京都新宿区歌舞伎町1-1-10 ゴールデン街(新宿ゴールデン街Ｇ２通り) 2F	35.693733345798066	139.70458442238984	24時間営業	年中無休(社員研修等で臨休の場合あり)	10席 （（Ｌ字型カウンター10席））	https://tabelog.com/tokyo/A1304/A130401/13054766/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/34056/34056507.jpg?token=76ef1f9&api=v2	1	0	0	POINT (139.7045844223898 35.69373334579807)
煮干中華そば鈴蘭 新宿店 （すずらん）	3.70	新宿三丁目駅	03-3358-2958	東京都新宿区新宿3-11-12 永谷テイクエイト 1F	35.69168887998113	139.70674433714004	11:30～23:30(日曜日のみ11:30～23:00)	無休	18席 （カウンター13席 テーブル1卓）	https://tabelog.com/tokyo/A1304/A130401/13141542/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92708/92708948.jpg?token=ac7fd7e&api=v2	1	1	0	POINT (139.70674433714 35.69168887998113)
二丁目つけめん ガチ （二丁目つけめん GACHI）	3.68	新宿御苑前駅	03-5368-2637	東京都新宿区新宿2-17-10 黒岩ビル 1F	35.69126062416006	139.70855948388777	11:00～23:00(L.O.22:50)※祝日も営業。	火曜日	18席 （6人用テーブル1卓、カウンター7席、2名用テーブル1卓、4名用テーブル1卓）	https://tabelog.com/tokyo/A1304/A130402/13131683/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/39514/39514865.jpg?token=73a2091&api=v2	1	0	0	POINT (139.7085594838878 35.69126062416006)
メンショー サン フランシスコ （MENSHO SAN FRANCISCO）	3.68	新宿駅	03-3349-5874	東京都新宿区西新宿1-1-3 新宿ミロード 7F	35.689425388855916	139.69975307753427	11:00～23:00	無休		https://tabelog.com/tokyo/A1304/A130401/13223993/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/90533/90533247.jpg?token=db0114c&api=v2	1	0	0	POINT (139.6997530775343 35.68942538885592)
しろ八 （しろはち）	3.68	新宿御苑前駅	03-3341-0207	東京都新宿区新宿1-12-1 サンサーラ第三御苑101	35.688636810832264	139.7127212035073	【平日】11:30～21:00【土】11:30～17:00	日曜・祝日	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130402/13026455/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/20440/20440786.jpg?token=9a8b16c&api=v2	1	1	0	POINT (139.7127212035073 35.68863681083226)
麺宿 志いな	3.68	新宿御苑前駅	03-6875-5594	東京都新宿区四谷4-30-15 市川ビル 1F	35.688696278864995	139.71443578059575	［月～金］11:00～16:0018:00～21:00[土・日・祝]11:00～16:0018:00～21:00	無し	13席 （厨房側カウンター6席・壁側カウンター3席・4人掛けテーブル1卓）	https://tabelog.com/tokyo/A1304/A130402/13224138/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118939/118939719.jpg?token=3a48c03&api=v2	1	0	0	POINT (139.7144357805957 35.688696278865)
らぁめん ほりうち	3.67	新宿西口駅	03-3348-5530	東京都新宿区西新宿1-4-7 高野ビル1F	35.69295748579045	139.69830636839242	[月～土]11:00～23:00(L.0)	日曜・祝日	14席 （カウンターのみ。）	https://tabelog.com/tokyo/A1304/A130401/13042962/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/112143/112143395.jpg?token=50f43d0&api=v2	1	0	0	POINT (139.6983063683924 35.69295748579045)
らぁ麺 鳳仙花	3.67	新宿西口駅	050-5596-6005	東京都新宿区歌舞伎町1-24-6	35.69443292566239	139.7007183223702	11:30～23:30※スープ切れ次第、早終いあり	無休	16席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130401/13224521/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/97462/97462462.jpg?token=6c0cd99&api=v2	1	0	0	POINT (139.7007183223702 35.69443292566239)
麺屋 翔 みなと	3.67	西新宿駅	03-6304-5242	東京都新宿区西新宿1-26-2 新宿野村ビル B2F	35.69299742968319	139.69533883522894	11:00～22:00	無休（年末年始、ビル休館日等有り）	19席 （カウンター19席）	https://tabelog.com/tokyo/A1304/A130401/13226749/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/94982/94982858.jpg?token=9d10dfa&api=v2	1	0	0	POINT (139.6953388352289 35.69299742968319)
ラーメン ヤスオ （【旧店名】スズキ ヤスオ）	3.67	南新宿駅	非公開	東京都渋谷区代々木2-29-3 1F	35.68396511936839	139.69859731380998	［月～金］11:30〜19:30（L.O.19:25）［土・祝］11:30～15:00（L.O.14:55）	日曜日	8席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130403/13146213/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/115042/115042745.jpg?token=fca8f92&api=v2	1	1	0	POINT (139.69859731381 35.68396511936839)
麺屋 悠 （メンヤ ユウ）	3.67	大久保駅	03-3365-5656	東京都新宿区百人町1-23-11 土田ビル別館 1F	35.69966064040907	139.6973161420052	［月・金］11:30～17:30（材料売り切れ次第終了）［火・水・木］11:30～14:00／18:00～20:00［土・祝］11:30～15:00	日曜日	8席 （カウンター8席）	https://tabelog.com/tokyo/A1304/A130404/13196234/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118478/118478127.jpg?token=574cb96&api=v2	1	0	0	POINT (139.6973161420052 35.69966064040907)
えびそば 一幻 新宿店	3.66	西武新宿駅	03-5937-4155	東京都新宿区西新宿7-8-2 福八ビル 1F	35.69548332213028	139.69804266288796	11:00～23:00	水曜	13席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130401/13163054/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/90595/90595307.jpg?token=5619f55&api=v2	1	0	0	POINT (139.698042662888 35.69548332213028)
でっかい餃子 曽さんの店 代々木店 （ソサンノミセ）	3.66	代々木駅	03-3375-1868	東京都渋谷区代々木1-33-2	35.682701708929294	139.7023492826013	11:00～翌1:00（L.O.）	年中無休	31席 （1階カウンター11席、2階テーブル20席）	https://tabelog.com/tokyo/A1304/A130403/13021680/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/56543/56543132.jpg?token=5da0fa6&api=v2	1	0	0	POINT (139.7023492826013 35.68270170892929)
風来居 新宿店 （ふうらいきょ）	3.65	新宿西口駅	03-3368-3223	東京都新宿区西新宿7-19-18 セードル新宿ハイツ　１Ｆ	35.69512555541665	139.6964853086983	11:00～23:00スープが終わり次第終了いたします	無休	12席 （カウンター12席）	https://tabelog.com/tokyo/A1304/A130401/13001028/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/32250/32250603.jpg?token=1ce3883&api=v2	1	0	0	POINT (139.6964853086983 35.69512555541665)
生姜醤油専門 我武者羅 代々木店	3.65	代々木駅	03-3341-4100	東京都渋谷区千駄ヶ谷5-29-7	35.68516202931934	139.70395181401136	11:00～15:0018:00～22:00	なし	16席 （カウンター12席、２人掛けテーブル２卓）	https://tabelog.com/tokyo/A1304/A130403/13212237/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/81237/81237870.jpg?token=a9e7bb9&api=v2	1	0	0	POINT (139.7039518140114 35.68516202931934)
百日紅 （さるすべり）	3.64	新宿三丁目駅	03-6457-8564	東京都新宿区新宿3-4-8 新宿三和東洋ビルヂングセゾンプラザ B2	35.69091100011275	139.70530102777232	11:00〜23:00	年中無休	14席 （カウンターのみ。）	https://tabelog.com/tokyo/A1304/A130401/13116353/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/56967/56967033.jpg?token=ff71a61&api=v2	1	0	0	POINT (139.7053010277723 35.69091100011275)
博多一瑞亭	3.63	新宿御苑前駅	050-5590-7772	東京都新宿区新宿1-4-12 シティ御苑ビルA館 1F	35.68824016328917	139.71138716589437	11:00～23:00（L.O.）	無し	24席	https://tabelog.com/tokyo/A1304/A130402/13194116/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/51129/51129943.jpg?token=c94e3e1&api=v2	1	0	0	POINT (139.7113871658944 35.68824016328917)
味噌屋 八郎商店 新宿店	3.62	西武新宿駅	050-5594-3927	東京都新宿区西新宿7-5-5 プラザ西新宿 102	35.69635103079043	139.69842286246694	11:00～23:00（ラストオーダー　23:00）※麺・スープが無くなり次第営業終了となります。ご了承ください。	年中無休	12席 （カウンターのみ。）	https://tabelog.com/tokyo/A1304/A130401/13093862/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/99001/99001872.jpg?token=f16e410&api=v2	1	0	0	POINT (139.6984228624669 35.69635103079043)
ラーメン二郎 新宿歌舞伎町店	3.62	西武新宿駅	03-3205-1726	東京都新宿区歌舞伎町2-37-5 日新ビル 1F	35.69612998746903	139.7019264772306	11:30～翌3:00	水曜日	14席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130401/13200815/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/67474/67474856.jpg?token=9d908d2&api=v2	1	0	0	POINT (139.7019264772306 35.69612998746903)
本家 第一旭 新宿店	3.62	新宿御苑前駅	03-6457-7012	東京都新宿区新宿1-13-7 東宝ビル 1F	35.689148949180165	139.71105548493162	【月曜日〜土曜日】11:00～21:00【日曜日】11:00～16:00	無休	10席	https://tabelog.com/tokyo/A1304/A130402/13229223/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/102869/102869024.jpg?token=7e61c02&api=v2	1	0	0	POINT (139.7110554849316 35.68914894918017)
中華そば 流川	3.62	新宿西口駅	03-5389-4033	東京都新宿区西新宿7-9-15 新宿ダイカンプラザビジネス清田ビル 1F	35.69467285865808	139.6983515634379	11:30～23:00	無休	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130401/13236258/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116498/116498343.jpg?token=a0c4b85&api=v2	1	0	0	POINT (139.6983515634379 35.69467285865808)
俺の空 新宿店	3.60	新宿西口駅	03-6302-0677	東京都新宿区西新宿1-3-13 I&Kビル 1F	35.69337553048074	139.6981198753618	11:00～22:30	無休	20席 （カウンター10席、テーブル10席）	https://tabelog.com/tokyo/A1304/A130401/13156913/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/44831/44831951.jpg?token=f16b780&api=v2	1	0	0	POINT (139.6981198753618 35.69337553048074)
らあめん 満家	3.60	大久保駅	03-4405-5800	東京都新宿区百人町1-21-4	35.699900045981984	139.69655674960558	月～金 11:30～15:00／17:00～20:00 (材料が無くなり次第閉店)土曜日 11:30～15:00	日曜日・祝日	9席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130404/13200037/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/110502/110502621.jpg?token=0efeafd&api=v2	1	0	0	POINT (139.6965567496056 35.69990004598198)
煮干つけめん ラーメン凪 新宿ゴールデン街店 新館	3.60	新宿西口駅	03-6273-8706	東京都新宿区歌舞伎町1-15-8	35.69420130881392	139.70215210284786	24時間営業	なし	26席 （カウンター12席　4人テーブル×3　2人テーブル×1）	https://tabelog.com/tokyo/A1304/A130401/13232975/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117631/117631307.jpg?token=518824b&api=v2	1	0	0	POINT (139.7021521028479 35.69420130881392)
広州市場 西新宿店	3.59	新宿駅	050-5592-7645	東京都新宿区西新宿1-12	35.68951279967316	139.69711638242194	11：00～0:00	無休	36席 （カウンター8席、テーブル4人掛け2卓、地下20席）	https://tabelog.com/tokyo/A1304/A130401/13117096/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/30380/30380464.jpg?token=9bbf4bd&api=v2	1	0	0	POINT (139.6971163824219 35.68951279967316)
麺匠 竹虎 本店 （めんしょう たけとら）	3.59	西武新宿駅	03-5292-5825	東京都新宿区歌舞伎町2-36-3 新宿アシベ会館	35.69576947874119	139.702399787854	11:00～翌9:00（8：30Ｌ.Ｏ）	無休	27席 （カウンター7席、6人テーブル×2、4人テーブル×2。）	https://tabelog.com/tokyo/A1304/A130401/13060368/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/115209/115209209.jpg?token=d2ddc2f&api=v2	1	0	0	POINT (139.702399787854 35.69576947874119)
岐阜屋 （ギフヤ）	3.58	新宿西口駅	03-3342-6858	東京都新宿区西新宿1-2-1	35.693289077941095	139.69948611415927	[月～水・日]9:00～翌1:00[木～土]9:00～翌2:00	無休	55席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130401/13000757/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/76301/76301003.jpg?token=4694295&api=v2	1	0	0	POINT (139.6994861141593 35.6932890779411)
らすた	3.58	代々木駅	03-3373-7911	東京都渋谷区代々木1-38-10 代々木ＹＭＯビル １Ｆ	35.68265280190125	139.7010113404139	11:30～22:30	無休	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1304/A130403/13019788/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/56318/56318160.jpg?token=fd229ff&api=v2	1	0	0	POINT (139.7010113404139 35.68265280190125)
光来 （こうらい）	3.58	新宿西口駅	03-5330-2424	東京都新宿区西新宿7-14-12	35.69512135866485	139.69734580722601	11:00～15:00 16:30～21:00	日曜・祝日	11席 （カウンター席のみ）	https://tabelog.com/tokyo/A1304/A130401/13009180/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117996/117996041.jpg?token=9924101&api=v2	1	0	0	POINT (139.697345807226 35.69512135866485)
ローストビーフ油そば ビースト 歌舞伎町本店	3.58	西武新宿駅	0066-9713-062515	東京都新宿区歌舞伎町2-37-2 鈴木ビル 1F	35.69601333425009	139.70198203354312	11時～翌朝8時（L.O.7：30）	無休	25席	https://tabelog.com/tokyo/A1304/A130401/13187168/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/43696/43696718.jpg?token=f5a80b1&api=v2	1	0	0	POINT (139.7019820335431 35.69601333425009)
麺庵ちとせ	3.94	若松河田駅	不明の為情報お待ちしております	東京都新宿区市谷台町18-5	35.694507648438176	139.7171102909119	11:30~15:00※原則昼営業のみ。祝日も営業。不定期で夜営業（18:30〜20:00）の場合あり。Twitterにてスケジュール予告あり。※2019年9月より、定休日は水曜と木曜。	水曜日と木曜日	10席 （カウンター7席、中待ち席3席）	https://tabelog.com/tokyo/A1305/A130504/13182327/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/112079/112079291.jpg?token=f0f0fa6&api=v2	1	1	1	POINT (139.7171102909119 35.69450764843818)
らぁ麺やまぐち	3.87	面影橋駅	03-3204-5120	東京都新宿区西早稲田3-13-4 1F	35.710044820824244	139.71398233532855	11:30～21:00(L.O）※基本通し営業ですが稀に中休みを取る場合が御座います。Twitterかお電話にてご確認ください。	月曜日(祝日の場合は営業、翌日振替定休)　	14席 （カウンター12席とテーブル席）	https://tabelog.com/tokyo/A1305/A130504/13151200/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117468/117468906.jpg?token=526ef16&api=v2	1	1	1	POINT (139.7139823353286 35.71004482082424)
自家製中華そば としおか	3.83	早稲田駅（メトロ）	不明の為情報お待ちしております	東京都新宿区弁天町20	35.704708666475035	139.72653931593663	11:00～14:00※売り切れ次第終了	日曜	8席 （カウンターのみ）	https://tabelog.com/tokyo/A1305/A130504/13182315/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/71634/71634126.jpg?token=1d9db92&api=v2	1	1	1	POINT (139.7265393159366 35.70470866647504)
麺屋 Hulu-lu （フルル）	3.78	池袋駅	050-5872-4667	東京都豊島区池袋2-60-7	35.73500678776749	139.70909714730394	【月・水・木・金・土】11:30〜15:0018:00〜21:00【日・祝】11:30～15:30	火曜	12席 （カウンター6席、テーブル6席）	https://tabelog.com/tokyo/A1305/A130501/13136428/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/47594/47594696.jpg?token=bb7fedc&api=v2	1	1	1	POINT (139.7090971473039 35.73500678776749)
ラーメン巌哲 （ラーメン ガンテツ）	3.76	早稲田駅（都電）	03-6302-1281	東京都新宿区西早稲田1-10-4	35.711214555619215	139.72186496015397	【火・水・木・金・土】11:30～14:3018:00～21:00【日】11:30～15:30	月曜（※月曜祝日の場合、翌火曜と連休）	12席 （カウンター席のみ）	https://tabelog.com/tokyo/A1305/A130504/13167439/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79131/79131969.jpg?token=5b6a3b1&api=v2	1	1	0	POINT (139.721864960154 35.71121455561921)
渡なべ	3.75	西早稲田駅	03-3209-5615	東京都新宿区高田馬場2-1-4	35.711923432627785	139.7096228886632	11:00～20:00	無休	8席 （カウンター8席のみ）	https://tabelog.com/tokyo/A1305/A130503/13000121/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/35936/35936699.jpg?token=637ca69&api=v2	1	1	0	POINT (139.7096228886632 35.71192343262778)
鶏そば 三歩一	3.75	高田馬場駅	03-5155-8255	東京都新宿区高田馬場2-14-9 明芳ビル１Ｆ	35.713354887222145	139.70624726976786	11:00〜15:0018:00〜23:30（L.O.23:15）※スープなくなり次第終了	不定休	12席 （カウンターのみ）	https://tabelog.com/tokyo/A1305/A130503/13134126/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/27140/27140426.jpg?token=2585828&api=v2	1	1	0	POINT (139.7062472697679 35.71335488722215)
麺処 花田 池袋店	3.73	池袋駅	050-5594-4941	東京都豊島区東池袋1-23-8 東池袋ISKビル 1F	35.72930195636885	139.71562159033272	【月〜土】11:00〜23:00【日・祝】11:00〜22:00	年末年始	16席 （カウンター席のみ）	https://tabelog.com/tokyo/A1305/A130501/13109890/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/74136/74136653.jpg?token=3cb553c&api=v2	1	1	0	POINT (139.7156215903327 35.72930195636885)
馳走麺 狸穴 （マミアナ）	3.73	池袋駅	03-3982-4055	東京都豊島区東池袋1-32-2 小川ビル　1F	35.73257550175649	139.71600168582316	11:00～22:00	無休	12席 （カウンターのみ。）	https://tabelog.com/tokyo/A1305/A130501/13101471/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/41160/41160199.jpg?token=58b1a48&api=v2	1	1	0	POINT (139.7160016858232 35.73257550175649)
麺屋 六感堂	3.70	池袋駅	03-5952-6006	東京都豊島区東池袋2-57-2 コスモ東池袋 101	35.7330024351276	139.71798205725273	月〜金11:30～15:00 17:30〜21:00 L.O(売切次第終了)土日祝 11:30〜21:00L.O(売切次第終了)臨時休業や限定麺などの情報はTwitter 麺屋六感堂オフィシャルアカウント @Rockan_Doでご確認ください。	火曜日	9席	https://tabelog.com/tokyo/A1305/A130501/13167610/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/67555/67555719.jpg?token=49fb5bf&api=v2	1	0	0	POINT (139.7179820572527 35.7330024351276)
志奈そば 田なか	3.70	向原駅	03-3988-0118	東京都豊島区東池袋2-19-2 第2八千代マンション 102	35.730854982636146	139.72345475717376	［月～金］11:00～15:00／17:00～21:00［土］11:00～15:00	日曜日	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1305/A130501/13155271/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/19745/19745897.jpg?token=cf5a9fe&api=v2	1	1	0	POINT (139.7234547571738 35.73085498263615)
俺の空 （おれのそら）	3.68	高田馬場駅	03-3366-0631	東京都新宿区高田馬場4-2-31	35.711296993833905	139.70292986225004	11:00～22:30	無休	12席 （カウンターのみ。）	https://tabelog.com/tokyo/A1305/A130503/13001017/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79131/79131718.jpg?token=815f813&api=v2	1	1	0	POINT (139.70292986225 35.7112969938339)
東京アンダーグラウンドラーメン 頑者 （TOKYO UNDERGROUND RAMEN 頑者）	3.68	池袋駅	03-5950-7880	東京都豊島区西池袋1-1-30 東武ホープセンター	35.73040645903826	139.7098156327747	10:00～22:00（L.O.21:30）	東武ホープセンターに準ずる (元日)	24席 （テーブル席は4人掛け×3卓、カウンターは12席）	https://tabelog.com/tokyo/A1305/A130501/13129770/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/102609/102609122.jpg?token=62b5ac7&api=v2	1	1	0	POINT (139.7098156327747 35.73040645903826)
ピコピコポン	3.67	西早稲田駅	不明の為情報お待ちしております	東京都新宿区高田馬場1-3-13	35.71037915102343	139.7094890819885	［月曜日〜金曜日］ 11:00〜15:00 18:00〜22:30※変更の場合あり Twitterにて要確認	土日	10席	https://tabelog.com/tokyo/A1305/A130504/13221961/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119298/119298181.jpg?token=50ba1ed&api=v2	1	0	0	POINT (139.7094890819885 35.71037915102343)
桑ばら （【旧店名】まるきゅうらあめん）	3.66	東池袋駅	03-5952-0788	東京都豊島区東池袋1-27-5 関口ビル 1F	35.729088383122495	139.71648152874857	11:00～22:00（22時前でもスープ切れ次第終了）	無休	8席 （カウンターのみ）	https://tabelog.com/tokyo/A1305/A130501/13022925/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/5572/5572794.jpg?token=688a4bd&api=v2	1	0	0	POINT (139.7164815287486 35.72908838312249)
らぁ麺 はやし田 池袋店	3.66	池袋駅	03-6907-2260	東京都豊島区東池袋1-40-10 川又ビル1F	35.73215939676647	139.71380410971256	11:00～23:00	無休	18席 （カウンターのみ）	https://tabelog.com/tokyo/A1305/A130501/13226563/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/103406/103406846.jpg?token=ec96fab&api=v2	1	0	0	POINT (139.7138041097126 35.73215939676647)
鶏白湯 蔭山 高田馬場店	3.65	高田馬場駅	03-6457-3160	東京都新宿区高田馬場1-4-18	35.71142681955987	139.70965040924256	[月～土]11:00～23:00（L.O 22:30）[日・祝]11:00～22:30（L.O 22:00）	年末年始	12席 （カウンターのみ）	https://tabelog.com/tokyo/A1305/A130503/13146339/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/99101/99101953.jpg?token=1f1c815&api=v2	1	0	0	POINT (139.7096504092426 35.71142681955987)
つけそば 丸長 目白店 （つけそばまるちょう）	3.65	目白駅	03-3951-4378	東京都新宿区下落合3-19-4	35.722763841208874	139.70307743772995	11:00～15:00	日曜・祝日	10席 （カウンター10席）	https://tabelog.com/tokyo/A1305/A130502/13003851/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/14917/14917588.jpg?token=ecbeb3f&api=v2	1	1	0	POINT (139.7030774377299 35.72276384120887)
ソラノイロ食堂 池袋店	3.65	要町駅	050-5597-5082	東京都豊島区池袋2-22-5	35.73278889698164	139.7049489828132	[火～金]11:30～15:00(L.O.14:00)18:00～23:00(FOOD L.O.22:00/DRINK L.O22:30)[土]11:30〜22:30(FOOD L.O.21:30/DRINK L.O22:00)[日・祝]11:30～21:30(L.O.21:00)	月曜日（祝日の場合営業で火曜日休み）	32席 （カウンター10席　4人テーブル4卓　2人テーブル3卓）	https://tabelog.com/tokyo/A1305/A130501/13230677/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/110394/110394791.jpg?token=9073eeb&api=v2	1	0	0	POINT (139.7049489828132 35.73278889698164)
鶏の穴	3.64	池袋駅	03-3986-2811	東京都豊島区東池袋1-39-20 慶太ビル1F	35.732603808332755	139.71464318623208	11:00～22:30(L.O 22:00)　※スープ切れ終了夏季は従業員の熱中症対策で15時～17時まで中休み(2018年)		16席 （カウンター席のみ）	https://tabelog.com/tokyo/A1305/A130501/13050789/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/84087/84087029.jpg?token=3084bca&api=v2	1	0	0	POINT (139.7146431862321 35.73260380833275)
ベジポタつけ麺えん寺	3.64	池袋駅	03-3985-6405	東京都豊島区池袋2-48-2 レスタージュ池袋 1F	35.733332563566535	139.71145397309868	平日　11：30～16：00　17：30～23：00土日祝11：30～22：00スープなくなり次第終了	無休	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1305/A130501/13154278/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/86183/86183722.jpg?token=487506d&api=v2	1	0	0	POINT (139.7114539730987 35.73333256356653)
麺屋 まるはな	3.64	池袋駅	03-5985-4407	東京都豊島区東池袋1-23-8 東池袋ISKビル 1F	35.72929528964871	139.71557770539542	【月・水〜土】AM11:00～23:00【火】AM11:00～17:00【日・祝】　AM11:00～22:00	年末年始	10席	https://tabelog.com/tokyo/A1305/A130501/13184103/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/58287/58287920.jpg?token=0f63029&api=v2	1	0	0	POINT (139.7155777053954 35.72929528964871)
カラシビ味噌らー麺 鬼金棒 池袋店	3.63	池袋駅	03-5396-4202	東京都豊島区東池袋1-13-14	35.729110582142226	139.715289126755	11:00～22:00※12/30　11：00～22：0012/31　11：00～17：001/1　　11：00～17：001/2　　11：00～22：00	無休	10席 （カウンター席のみ）	https://tabelog.com/tokyo/A1305/A130501/13171114/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/84764/84764832.jpg?token=144e40f&api=v2	1	0	0	POINT (139.715289126755 35.72911058214223)
