name	score	station	tel	address	latitude	longitude	open_time	closed_days	sheets	url	icon_url
ビックラーメン 虎ノ門店	3.21	虎ノ門駅	03-3591-1055	東京都港区虎ノ門1-11-13	35.668759868180814	139.7501351225689	[月～金]11:00～22:30[土]11:00～19:00	日曜日	32席 （カウンター8席、テーブル24席）	https://tabelog.com/tokyo/A1308/A130802/13015268/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/12508/12508115.jpg?token=6f15aa5&api=v2
長安刀削麺 （チョウアントウショウメン）	3.20	虎ノ門駅	050-5592-4538	東京都港区西新橋1-21-8 弁護士ビル　１０２	35.66781944639973	139.75203500808033	[月～金] 11:00～15:00 17:00～23:00 [土・祝] 11:00～15:00 17:00～21:00	日曜日	45席	https://tabelog.com/tokyo/A1308/A130802/13019720/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/37660/37660106.jpg?token=a30c116&api=v2
佳佳 （ヨシヨシ）	3.20	溜池山王駅	050-5571-4148	東京都港区赤坂1-1-16 細川ビル　１Ｆ	35.67082454208372	139.7443635290578	11:00～翌4:00（L.O.翌3:30）土日祝は11:00～23:30 日曜営業	土曜日	170席 （貸切の場合はご相談ください。）	https://tabelog.com/tokyo/A1308/A130802/13022943/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/34756/34756509.jpg?token=b75eb0d&api=v2
麺屋武一 虎ノ門	3.20	虎ノ門駅	03-6268-8170	東京都港区虎ノ門1-5-8 オフィス虎ノ門1ビル 1F	35.669358038718656	139.7510265842753	11:30～23:30(L.O)			https://tabelog.com/tokyo/A1308/A130802/13223783/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/88803/88803270.jpg?token=b5db377&api=v2
餃子バル	3.17	赤坂見附駅	03-6441-2628	東京都港区赤坂3-16-3 伊勢幸ビル B1F	35.67470678050793	139.73700399485435	[月～金] 17:30～24：00 （23:00 LO）[土] 17:30～22：00 （21:00 LO）[祝祭日（不定休）] 17:30～22：00 （21:00 LO）＊ 11月3日（土、文化の日）は、営業いたします。＊ ウェブでのご予約は 自社サイトにて受付中です。	日曜、および祝祭日（祝祭日は不定休）	25席 （カウンター席：11席、テーブル席：4席）	https://tabelog.com/tokyo/A1308/A130801/13060413/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/61202/61202822.jpg?token=46abf82&api=v2
三商巧福 赤坂店 （サンショウコウフク）	3.15	赤坂駅	03-3588-8733	東京都港区赤坂3-12-11	35.67327739796293	139.73806953790051	11:00～23:00(L.O.22:30) 日曜営業	無休	61席 （B1F28席、1F3席、2F30席）	https://tabelog.com/tokyo/A1308/A130801/13174719/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92493/92493504.jpg?token=62e8ee0&api=v2
ジョニーヌードル	3.15	半蔵門駅	03-3239-8254	東京都千代田区平河町1-7-2	35.68273321448222	139.74102662455704	月～金【LUNCH】11：30～15：00 【DINNER】17：00～23：00土 【LUNCH】11：30～15：00	日曜日・祝日	25席 （カウンター8席、テーブル17席）	https://tabelog.com/tokyo/A1308/A130803/13048265/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/23047/23047805.jpg?token=aee97c8&api=v2
みそ&トマトらーめん 田所商店	3.15	赤坂駅	03-3505-0888	東京都港区赤坂6-4-20 101	35.67051080258901	139.7348379790433	月〜土 11:00-22:30(ラストオーダー) 23:00(閉店)祝 11:00-15:30(ラストオーダー) 16:00(閉店)	日曜日		https://tabelog.com/tokyo/A1308/A130801/13208269/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/88681/88681070.jpg?token=0a044e8&api=v2
赤坂麺道いってつ	3.14	赤坂見附駅	03-3589-5552	東京都港区赤坂3-20-2 第3福富ビル 1F	35.67621632789079	139.73623815562158	[月～金]　11:00～翌4：00※土日祝は時間不定※要確認 日曜営業	不定休　※要確認	15席	https://tabelog.com/tokyo/A1308/A130801/13131080/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/89847/89847088.jpg?token=72028cc&api=v2
ダイニング　麺夢や	3.14	赤坂見附駅	非公開	東京都港区赤坂3-21-14 共和六番館 1F	35.67679236604016	139.7355884608348	11:00～14:00、18:00～22:00	日曜日		https://tabelog.com/tokyo/A1308/A130801/13176785/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79415/79415239.jpg?token=a65b224&api=v2
元祖 札幌や 溜池店 （がんそ さっぽろや）	3.12	溜池山王駅	050-5594-7174	東京都港区赤坂2-10-13 成広ビル　１Ｆ	35.670274833724214	139.74153660025453	[月～金]11:00～翌4:00[土・日・祝]11:00～20:00 日曜営業	年中無休	22席	https://tabelog.com/tokyo/A1308/A130801/13014744/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/77153/77153008.jpg?token=70b4e6f&api=v2
麺 TOKITA	3.12	半蔵門駅	050-5594-9568	東京都千代田区麹町1-6-6 プルミエ麹町 B1F	35.68447553798901	139.74159149742465	11：30～15：3017：30～22：00※土曜日・祝日は11：30～15：30	日曜日	16席	https://tabelog.com/tokyo/A1308/A130803/13201604/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79857/79857601.jpg?token=438d23e&api=v2
まぜそば ぶんか 赤坂本店	3.12	溜池山王駅	03-3584-0601	東京都港区赤坂1-4-15 2F	35.670221270192506	139.74393251485142	11:00～24:00（L.O.23:00） 日曜営業	不定休	21席 （カウンター13席／テーブル4人掛け×2／予備椅子2脚）	https://tabelog.com/tokyo/A1308/A130802/13216985/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92269/92269001.jpg?token=112790b&api=v2
中国ラーメン揚州商人 赤坂店 （チュウゴクラーメン・ヨウシュウショウニン）	3.11	赤坂見附駅	03-3583-2544	東京都港区赤坂3-17-8 都ビル　１Ｆ	35.675087283065494	139.7362998691462	11:00～翌4:30(L.O.4:00) 日曜営業	年中無休	29席	https://tabelog.com/tokyo/A1308/A130801/13015102/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/33105/33105653.jpg?token=77387d5&api=v2
一条流がんこラーメン総本家 （【旧店名：ふわふわ】）	3.63	四谷三丁目駅	非公開	東京都新宿区舟町4-1 メゾンド四谷１０６	35.68926773013858	139.7215065559468	◆月曜日～木曜日 10：00～14:00 （L.O.）◆日曜日・祝日 10：00～14:00　※日・祝は13時頃で40人を越える並びの場合、そこで打ち切り 日曜営業	金曜日・土曜日（祝日の場合は営業）、スープの出来の悪い日	7席 （カウンター7席）	https://tabelog.com/tokyo/A1309/A130903/13126058/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/33057/33057510.jpg?token=3618de6&api=v2
中華そば　葉山	3.61	牛込柳町駅	不明の為情報お待ちしております	東京都新宿区市谷薬王寺町1	35.6981085223839	139.72558247706246	【月・火・水・木】11:30～15:00（第2、第4木曜日は定休日です。但し木曜日が祝日の場合、営業致します。）【土・日・祝】11:30～17:30 日曜営業	金曜(※祝日でも定休)　　　第２第４木曜(※但し、祝日の場合は営業)	7席 （カウンター席のみ）	https://tabelog.com/tokyo/A1309/A130903/13174173/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/80730/80730700.jpg?token=a9e2506&api=v2
麺や 庄の （めんやしょうの）	3.60	市ケ谷駅	03-3267-2955	東京都新宿区市谷田町1-3 クレセントビル 1Ｆ	35.69281925852042	139.73533746599455	［月～金］11:00～15:00／17:00～23:00［土・祝］11:00～23:00［日］11:00～17:00 日曜営業	無休	14席 （カウンター14席）	https://tabelog.com/tokyo/A1309/A130904/13126304/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/39529/39529818.jpg?token=31a1ee1&api=v2
鯛塩そば 灯花 （とうか）	3.60	曙橋駅	03-3354-3303	東京都新宿区舟町12-13 石原マンション 1F	35.69090839139997	139.7217020197301	【11:00～23:00】【通し営業】【年中無休】 日曜営業	無休	10席 （カウンター10席）	https://tabelog.com/tokyo/A1309/A130903/13181527/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/83763/83763040.jpg?token=7ff328f&api=v2
八咫烏 （ヤタガラス）	3.60	九段下駅	03-6256-9929	東京都千代田区九段北1-9-2 中西ビル 1F	35.69761457819461	139.7511973169392	【平日】11:00～22:00（L.O.21:45）※仕込みの都合上、14:00〜18:00の間に二時間ほど締める場合があります。【土・祝】11:00～15:00※スープ無くなり次第終了	日曜	12席 （カウンター8席、テーブル4席）	https://tabelog.com/tokyo/A1309/A130906/13198710/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/80734/80734635.jpg?token=7afcc48&api=v2
大塚屋 （【旧店名】麺処 くるり 市ヶ谷店）	3.59	市ケ谷駅	03-3269-0801	東京都新宿区市谷田町3-2 TOUビル 1F	35.69583343947222	139.73870982491985	【平日・土】11:00～21:00【日】11:00〜15:00 日曜営業	不定休	7席 （カウンターのみ）	https://tabelog.com/tokyo/A1309/A130904/13000475/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/22961/22961418.jpg?token=a6cfa71&api=v2
龍朋 （りゅうほう）	3.59	神楽坂駅	03-3267-6917	東京都新宿区矢来町123 第一矢来ビル Ｂ１	35.704149126193315	139.7335290389809	[月～金]11:00～23:00[土]11:00～22:00	日曜・祝日の月曜	30席 （テーブル30席）	https://tabelog.com/tokyo/A1309/A130905/13006446/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/50350/50350777.jpg?token=37a1920&api=v2
びぜん亭 （びぜんてい）	3.59	飯田橋駅	03-5276-2339	東京都千代田区富士見1-7-10	35.69910349595607	139.74606489685587	[月～金]11:30〜21:00頃まで	土曜日、日曜日、祝日	20席 （1Fカウンター6席＋2Fテーブル14席）	https://tabelog.com/tokyo/A1309/A130905/13004142/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/66169/66169846.jpg?token=d32d206&api=v2
二階堂	3.59	九段下駅	不明の為情報お待ちしております	東京都千代田区飯田橋2-3-7 1F	35.69857835890191	139.75090563012287	【平日】11:30〜15:0018:00〜21:00火水木金18:00〜22:00【土】11:30〜15:00※材料切れ次第終了	基本的には日曜・祝日(特別営業あり)	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1309/A130906/13195295/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/87892/87892059.jpg?token=d6b7f4d&api=v2
支那そば屋 こうや	3.58	四ツ谷駅	03-3351-1756	東京都新宿区四谷1-23 上野ＫＧビル 1Ｆ	35.68704445898283	139.72735478372678	11:30～22:30	日曜・祝日（※お盆休み、年末年始休みあり）	60席 （カウンター10席、テーブル50卓）	https://tabelog.com/tokyo/A1309/A130902/13000840/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/51207/51207165.jpg?token=9247a9a&api=v2
めん徳 二代目 つじ田 飯田橋店 （メントクニダイメツジタ）	3.58	飯田橋駅	03-6268-9377	東京都千代田区飯田橋4-8-14 1F	35.701325760825945	139.74621172678943	［月～金］11:00～23:00［土・日・祝］11:00～21:00 （スープ終わり次第営業終了致） 日曜営業	不定休	17席	https://tabelog.com/tokyo/A1309/A130905/13058429/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92216/92216785.jpg?token=a720396&api=v2
黄金の塩らぁ麺　ドゥエイタリアン （Due Italian）	3.58	市ケ谷駅	03-3221-6970	東京都千代田区九段南4-5-11 富士ビル 1F	35.69230663129667	139.7408175900291	【月～金】昼　11：00〜16：00 (Lo.15:30)夜　17：00～22：00 (Lo.21:30)【土】11：00～22：00 (Lo.21:30)【日】11：00～21：00 (Lo.20:30) 日曜営業	なし	13席	https://tabelog.com/tokyo/A1309/A130904/13093887/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/32917/32917874.jpg?token=a7874d5&api=v2
雲林坊 （ユンリンボウ）	3.58	九段下駅	03-6272-3613	東京都千代田区九段北1-5-5 東建ニューハイツ九段１０４	35.69663024889396	139.75176175982702	月〜金 11:00～LO22:30 店舗23:00土曜・祝 11:00〜LO20:30 店舗21:00	日曜日、祝日　（不定）	11席 （カウンター11席のみ（店長確認済み））	https://tabelog.com/tokyo/A1309/A130906/13125692/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/85131/85131934.jpg?token=5471299&api=v2
博多ラーメンセンター	3.58	飯田橋駅	03-3263-1023	東京都千代田区飯田橋1-8-7 有田ビル 1F	35.699633477004525	139.74822524859349	[平日]11:00～23:00[土・日・祝]11:00～20:00 日曜営業	年中無休	9席 （カウンター席のみ）	https://tabelog.com/tokyo/A1309/A130905/13124634/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/30340/30340478.jpg?token=b3af6e7&api=v2
中華そば 高はし （ちゅうかそばたかはし）	3.58	飯田橋駅	03-3239-5274	東京都千代田区飯田橋3-11-30 千代田街ビル　１Ｆ	35.702488957661494	139.74552006400913	［月～金］11:30～14:00／17:00～21:00（売り切れ次第終了）［土］11:30～18:00（売り切れ次第終了）	日曜日・祝日　（年末年始、ＧＷ、お盆休みあり）	9席 （カウンターのみ）	https://tabelog.com/tokyo/A1309/A130905/13000289/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/32914/32914314.jpg?token=8148979&api=v2
つじ田 奥の院	3.58	飯田橋駅	03-6268-9377	東京都千代田区飯田橋4-8-14	35.70124258158952	139.7462355922561	［月～金］11:00～23:00（スープなくなり次第終了）［土・日・祝］11:00～21:00（スープなくなり次第終了） 日曜営業	不定休	8席	https://tabelog.com/tokyo/A1309/A130905/13166897/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92309/92309736.jpg?token=b1b3fc0&api=v2
つじ田 味噌の章 飯田橋店	3.58	飯田橋駅	03-6268-9377	東京都千代田区飯田橋4-8-14	35.70130576368776	139.746253113161	［月～金］11:00～23:00（売切次第終了）［土・日・祝］11:00～21:00（売切次第終了） 日曜営業	不定休	14席 （カウンター席のみ）	https://tabelog.com/tokyo/A1309/A130905/13174562/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93435/93435763.jpg?token=57ec588&api=v2
晴壱 （ハルイチ）	3.58	曙橋駅	03-6457-7355	東京都新宿区住吉町2-10 ソフィアM １F	35.691975482950234	139.72075538255106	■月曜～金曜【昼】11:30～15:30 (L.O)【夜】17:00～翌1:45(L.O)■土曜11:30～翌1:45(L.O)通し営業となっております。■日曜・祝日11:30～22:45 (L.O)通し営業となっております。 日曜営業	定休日はなし	20席 （２名テーブル３卓＋４名テーブル２卓＋Ｌ字カウンター６席＝２０席）	https://tabelog.com/tokyo/A1309/A130903/13147851/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/47417/47417978.jpg?token=a21f776&api=v2
麺屋 ふぅふぅ亭	3.58	神楽坂駅	03-3267-5576	東京都新宿区矢来町118 石本マンション　1F	35.70404110455532	139.73400659498805	[月～金］11:30～15:30 (L.O15:00）17:30～23:00 (L.O22:30) [土.日.祝]11：30～22：00（ＬＯ21：30）麺やスープが終わり次第終了となります。※電子マネーのみ使用可 日曜営業	無休	19席	https://tabelog.com/tokyo/A1309/A130905/13092114/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/57283/57283489.jpg?token=e2985c2&api=v2
きみの	3.58	飯田橋駅	03-6755-6942	東京都新宿区神楽坂1-14-7 東邦ビル 1F	35.70091796420678	139.742635931423	[平日]11:30～15:0019:00～22:00※金曜は24:00まで[土、祝日]11:30～15:00	日曜日	8席 （カウンター8席のみ）	https://tabelog.com/tokyo/A1309/A130905/13165519/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/67039/67039316.jpg?token=da6659c&api=v2
京紫灯花繚乱	3.58	四谷三丁目駅	03-3357-2221	東京都新宿区四谷4-7 小林ビル1F	35.68732034882853	139.71637679385623	【通し営業】11:00〜22:00 日曜営業	【年中無休】	25席 （カウンター13席、4人テーブル席×3卓）	https://tabelog.com/tokyo/A1309/A130903/13202418/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/83763/83763345.jpg?token=e1b4712&api=v2
マルナカ	3.58	飯田橋駅	03-3235-7701	東京都新宿区新小川町8-4	35.70584768700132	139.74105028058327	[月～金]11:00〜14:30 18:00〜21:00※少し早めに閉めていることもあるため、終了時刻ギリギリの訪店は要注意。	土日祝(※2016年2月から土曜日も休みになりました)	14席 （Ｌ字カウンター１２席＋入口左に２名ブース）	https://tabelog.com/tokyo/A1309/A130905/13011161/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/18367/18367699.jpg?token=7c8ba2c&api=v2
金蠍 （キンカツ【旧店名】黒蠍）	3.58	四谷三丁目駅	03-6380-0138	東京都新宿区左門町13-2 小田ビル 1F	35.68645772691806	139.72001792006665	[月～金] 11:00～15:00 17:00～21:00 [土] 11:00～15:00	日曜日・祝日	11席 （カウンター11席）	https://tabelog.com/tokyo/A1309/A130903/13174909/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/63631/63631830.jpg?token=cf4dd69&api=v2
新雅 （シンガ）	3.58	江戸川橋駅	03-3946-2077	東京都文京区水道2-11-2	35.71019598765523	139.73400066584824	[月～金]11:00～14:00 17:00～21:00[土]11:00～13:30 17:00～20:00	日曜日、祝日	10席	https://tabelog.com/tokyo/A1309/A130905/13185107/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/63053/63053177.jpg?token=4acfdc2&api=v2
BASSO 江戸川橋 （バッソ）	3.58	江戸川橋駅	03-6280-8698	東京都新宿区山吹町130-15	35.70714291983922	139.73050609664068	11:30～15:3018:00〜21:00 日曜営業	月曜（※祝日の場合、翌日代休）	10席 （カウンター6席、テーブル４人席×１）	https://tabelog.com/tokyo/A1309/A130905/13190797/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/80891/80891886.jpg?token=bd10c67&api=v2
鉄板中華 青山シャンウェイ 神楽坂店	3.58	飯田橋駅	050-5594-8793	東京都新宿区神楽坂2-6-1 ポルタ神楽坂 2F	35.70077823693156	139.74149103294	[月〜金]11:30〜14:00　17:30〜23:00[土]11:30〜15:00　17:30〜22:30[祝]12:00〜14:30　17:30〜22:00	しばらく日曜のみお休み	52席	https://tabelog.com/tokyo/A1309/A130905/13214283/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79485/79485453.jpg?token=5db9177&api=v2
九段 斑鳩 市ヶ谷本店 （くだん いかるが）	3.58	市ケ谷駅	03-3239-2622	東京都千代田区九段南4-7-16 第五ＤＭＪビル　1F	35.69150084999051	139.73886195621014	［水～金］11:30～14:30	日・月・火・土・祝祭日	12席 （カウンター12席）	https://tabelog.com/tokyo/A1309/A130904/13000286/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/86143/86143194.jpg?token=ebe6c9c&api=v2
中華そば コヨシ	3.58	市ケ谷駅	03-6280-8362	東京都新宿区市谷田町2-7 三貴ビル1F	35.694607161851216	139.73757080930838	11:00〜23:00 日曜営業	無休 (年始年末のぞく)	31席 （カウンター15席、テーブル16席）	https://tabelog.com/tokyo/A1309/A130904/13216718/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/83053/83053378.jpg?token=3d904f8&api=v2
ホープ軒 （ホープケン）	3.57	国立競技場駅	03-3405-4249	東京都渋谷区千駄ヶ谷2-33-9	35.67648810623378	139.7124903931356	24時間営業 日曜営業	無休	（2階・3階・4階あり。）	https://tabelog.com/tokyo/A1309/A130901/13021239/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/86815/86815405.jpg?token=34f90fc&api=v2
麺屋　西川	3.57	曙橋駅	050-5594-2873	東京都新宿区住吉町2-12 山崎ビル１F	35.692058257637996	139.72108535133572	[月～木・土]11:00～15:00(L.O) 18:00～24:00[金]11:00～15:00(L.O) 18:00～1:30[日]11:00～15:00(L.O)＊スープなくなり次第終了 日曜営業	無休	22席 （カウンター6席、テーブル16席）	https://tabelog.com/tokyo/A1309/A130903/13189499/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/71987/71987893.jpg?token=fcd8188&api=v2
GACHI （ガチ）	3.56	曙橋駅	050-5590-0529	東京都新宿区住吉町7-10 曙企画ビル 1F	35.692647393800584	139.7229465585271	[月～土]11:00～15:0017:00～22:00	日曜日	8席	https://tabelog.com/tokyo/A1309/A130903/13160799/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/39570/39570205.jpg?token=101e7e3&api=v2
ヌードル マイスター 源九 （noodle meister GENK）	3.56	九段下駅	03-6265-6513	東京都千代田区九段北1-8-3 カサイビルII 1F	35.69737072257413	139.75160868289174	[月〜金]11:00〜22:00（L.O.21:30）[土日]11:00～15:00（L.O.14:30)[祝]休 日曜営業	祝日	12席 （カウンター10席、テーブル2席）	https://tabelog.com/tokyo/A1309/A130906/13221885/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93001/93001965.jpg?token=5f5b74d&api=v2
麺屋　一楽	3.55	飯田橋駅	03-3221-1020	東京都千代田区富士見2-3-14	35.69976561774729	139.74436972937627	［月～金］11:00～翌1:00［土・日・祝］11:00～21:00 日曜営業	なし	7席 （カウンター7席）	https://tabelog.com/tokyo/A1309/A130905/13157453/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/90617/90617954.jpg?token=c7355a6&api=v2
旨辛ラーメン 表裏 （ヒョウリ）	3.55	市ケ谷駅	03-5215-6487	東京都千代田区九段南4-7-19	35.69158806663423	139.73907665658592	11:00～23:00（L.O.22:30）※スープ切れ次第終了 日曜営業	無休（※年末年始休暇有り）	26席 （カウンター8席、テーブル18席）	https://tabelog.com/tokyo/A1309/A130904/13201608/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93239/93239264.jpg?token=d73bea9&api=v2
家家家 飯田橋店 （YAH-YAH-YA）	3.54	飯田橋駅	03-5211-0029	東京都千代田区富士見2-7-2 プラノモールC棟 1F	35.701280744385976	139.74499488547562	[月～日]11:00～翌1:00 日曜営業	無休(年末年始を除く)	（カウンターのみ）	https://tabelog.com/tokyo/A1309/A130905/13098742/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/87243/87243921.jpg?token=1b56b1d&api=v2
東京麺珍亭本舗 鶴巻町店 （とうきょうめんちんていほんぽ）	3.52	江戸川橋駅	03-5292-9711	東京都新宿区早稲田鶴巻町565	35.70941094565676	139.72678907869266	[月～土] 11:00～翌3:00 [日・祝] 11:00～24:00 日曜営業	定休日は設けておりません。	10席 （カウンター席のみ）	https://tabelog.com/tokyo/A1309/A130905/13004158/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/63440/63440047.jpg?token=a663954&api=v2
中華そば 青葉 飯田橋店 （ちゅうかそばあおば）	3.52	飯田橋駅	03-3239-2839	東京都千代田区富士見2-12-16	35.69882044526771	139.74461030847039	11:00～20:00	日曜日		https://tabelog.com/tokyo/A1309/A130905/13000287/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93139/93139412.jpg?token=ab9b292&api=v2
こもり 四谷店	3.52	四ツ谷駅	03-3341-5305	東京都新宿区四谷1-20 岩井第一ビル 1F	35.686892540563775	139.7279144664618	[月～金]11:30～14:3017:30〜20:00[土]11:30～14:00	日祝休	10席 （カウンター１０席）	https://tabelog.com/tokyo/A1309/A130902/13011906/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/44885/44885975.jpg?token=3973962&api=v2
水明亭	3.52	国立競技場駅	03-3401-7462	東京都新宿区霞ヶ丘町11-2	35.679869638700914	139.71629858440582	[月～金]11:00～14:00（ちゃんぽん、皿うどん、各種定食）	土曜日・日曜日・祝日 年末年始	40席	https://tabelog.com/tokyo/A1309/A130903/13059080/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/25850/25850560.jpg?token=2360130&api=v2
お食事の店　まさみ	3.52	九段下駅	03-3262-3062	東京都千代田区飯田橋2-3-1	35.69845017614093	139.75093747318883	11:30～14:00／17:00～21:30（L.O.）	土曜日、日曜日、祝日	20席	https://tabelog.com/tokyo/A1309/A130906/13106014/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/80742/80742195.jpg?token=9efd467&api=v2
饗 くろ喜 （もてなし くろき/饗 くろ㐂）	3.87	浅草橋駅	03-3863-7117	東京都千代田区神田和泉町2-15 四連ビル3号館　1F	35.69887217153971	139.78014485494725	［月火木金土］11:30～15:0018:00～21:00［水］11:30～15:00 (水曜のみ夜間営業が無い）※麺もしくはスープがなくなり次第終了致します	日・祝・水曜の夜	13席 （カウンター9席、テーブル4席（店主確認済み））	https://tabelog.com/tokyo/A1310/A131001/13127743/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/81233/81233786.jpg?token=97ec27a&api=v2
中華蕎麦にし乃	3.68	本郷三丁目駅	不明の為情報お待ちしております	東京都文京区本郷3-30-7 熊野ビル B101	35.70676378152363	139.7616129751183	[平日]11:30〜15:00/18:00-21:00[土日祝]11:00～15:00/18:00-21:00	10月は休まず営業します！	10席 （カウンター10席）	https://tabelog.com/tokyo/A1310/A131004/13218311/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/91037/91037920.jpg?token=b484b3e&api=v2
ラーメン大至 （だいし）	3.63	御茶ノ水駅	03-3813-1080	東京都文京区湯島2-1-2 佐藤ビル 1F	35.703098978352024	139.7663427510451	[平日]11:00～15:00 17:00～21:00(L.O.20:45)[土]11:00～15:00	日曜・祝日	21席 （カウンター席のみ）	https://tabelog.com/tokyo/A1310/A131002/13042832/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/69260/69260887.jpg?token=4726cfc&api=v2
麺巧 潮 （うしお）	3.62	淡路町駅	03-6206-9322	東京都千代田区神田淡路町2-4-4 アール神田淡路町 B1F	35.69639388661835	139.76774072143624	［土〜月］ 11:00～19:00［火〜金］ 11:00〜22:00※スープなくなり次第終了※不定休あり 日曜営業	不定休あり	13席 （カウンター９席、４人掛けテーブル１卓）	https://tabelog.com/tokyo/A1310/A131002/13147387/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93680/93680443.jpg?token=55b2553&api=v2
麺屋 ねむ瑠	3.62	本郷三丁目駅	非公開	東京都文京区本郷4-3-2	35.7075819844912	139.7591598078487	【平日】11:00～23:00（L.O.22:40）【土・日・祝】11:00〜21:00（L.O.20:40）※売り切れ次第終了※土曜は18:00から限定商品の販売（不定期） 日曜営業	無休（※年末年始休業は公式TwitterまたはFacebookにて告知）	10席 （カウンター10席（1人オペレーションの場合は、6席になります））	https://tabelog.com/tokyo/A1310/A131004/13186981/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/70748/70748841.jpg?token=19ed784&api=v2
自家製麺 MENSHO TOKYO	3.61	後楽園駅	03-3830-0842	東京都文京区春日1-15-9	35.70828288513665	139.751402642032	11:00～15:00（L.O.15:00）17:00～23:00（L.O.23:00） 日曜営業	火曜日	16席 （カウンター6席、テーブル10席）	https://tabelog.com/tokyo/A1310/A131003/13171239/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/39797/39797566.jpg?token=711ca80&api=v2
味坊 （アジボウ）	3.61	神田駅	050-5872-2126	東京都千代田区鍛冶町2-11-20 １Ｆ・２Ｆ	35.69363786672299	139.77198910661136	[月～土]●ランチ11:00～14:30●ディナー17:00～23:00[日・祝]●ディナー15:00～21:00	なし	85席	https://tabelog.com/tokyo/A1310/A131002/13009143/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/24840/24840959.jpg?token=791e522&api=v2
